    CÓDIGO | DESCRIÇÃO                                                |  PREÇO U$         
     60881 | MOUSE PAD CIRKUIT DSY-MP062 MICKEY COLOR (G)             |       5.50
     35652 | MOUSE PAD COM DESENHO                                    |       2.00
      5263 | MOUSE PAD TECIDO LISO                                    |       2.50
      4255 | MOUSE PS2 ALTON 3B 700DPI BLANCO BOX (G)                 |       0.70
      5903 | MOUSE PS2 DR.HANK MO-A33P-P80A BLANCO                    |       2.50
      6875 | MOUSE PS2 MTEK 2B BLANCO M5B NET BOX                     |       1.25
      9983 | MOUSE PS2 MTEK B130 BLANCO OPT.                          |       4.50
     13313 | MOUSE PS2 PIXXO MO-I133 NEGRO                            |       8.00
      8750 | MOUSE PS2 SATEL. A-16 NEGRO OPTICO                       |       4.50
      5134 | MOUSE PS2 SATEL. A-5 GRIS                                |       7.00
      4909 | MOUSE PS2 SATEL. A-5 NEGRO                               |       6.50
     37727 | MOUSE S/F APPLE MB829AM/A BLANCO                         |      82.00
     29901 | MOUSE S/F BAK BK-MX901 NEGRO/PLAT WIRELESS               |       8.50
     83014 | MOUSE S/F DR.HANK MR-830B-GREF NEGRO                     |      12.00
     22832 | MOUSE S/F DR.HANK MR-832B-GPX1 NEGRO                     |      16.00
     83330 | MOUSE S/F DR.HANK MR-833X NEGRO                          |      14.00
     48230 | MOUSE S/F DR.HANK MR-835B-GREF NEGRO                     |      14.00
     48612 | MOUSE S/F DR.HANK MR-835E-GREF NEGRO/ROJO                |      14.00
     93476 | MOUSE S/F HP KS736AA MINI                                |      22.00
     30336 | MOUSE S/F KLIPX KML-330C NANO LASER NEGRO/GRIS           |      21.00
     71336 | MOUSE S/F KLIPX KMO-330A NANO AZUL                       |      14.50
     71314 | MOUSE S/F KLIPX KMO-330R NANO ROJO                       |      14.50
     71143 | MOUSE S/F KLIPX KMO-360A NANO SLIM AZUL                  |      14.00
     71159 | MOUSE S/F KLIPX KMO-360B NANO SLIM NEGRO                 |      14.50
     71178 | MOUSE S/F KLIPX KMO-360G NANO SLIM VERDE                 |      14.00
     58972 | MOUSE S/F KLIPX KMO-360R NANO SLIM ROJO                  |      14.00
     60607 | MOUSE S/F KLIPX KMW-060A AZUL                            |      14.00
     27060 | MOUSE S/F KLIPX KMW-060G VERDE                           |      14.00
     71320 | MOUSE S/F KLIPX OPTICO NANO KMO-330B NEGRO               |      14.50
     31732 | MOUSE S/F LABTEC.931732-0403                             |      26.00
     31001 | MOUSE S/F LG CM-310 NEGRO                                |      22.00
     40065 | MOUSE S/F LG CM-400 AZUL/BLANCO                          |      22.00
     54007 | MOUSE S/F LG CM-400 ROSADO/BLANCO                        |      22.00
     24900 | MOUSE S/F LG CM-900 NEGRO/BLANCO                         |      26.00
      3249 | MOUSE S/F LOG.904369 TRACKMAN OPTICO                     |      60.00
     11521 | MOUSE S/F LOG.910-001152 G9X LASER                       |      94.00
     91711 | MOUSE S/F LOG.910-001711 M215 TURQUEZA                   |      29.00
     19237 | MOUSE S/F LOG.910-001923 M310 AZUL                       |      41.00
     91925 | MOUSE S/F LOG.910-001925 M310 TIRAS COLORIDAS            |      36.00
     19261 | MOUSE S/F LOG.910-001926 M310 ROJO TENDRILS              |      41.00
     93145 | MOUSE S/F LOG.931451-0403 LX5 PLATA/NEGRO                |      33.00
     34700 | MOUSE S/F MAXELL LASER MOWL-220 BLANCO/PLATA (B)         |      19.00
     48702 | MOUSE S/F MAXELL PRESENTER NEGRO (B)                     |      33.00
     65969 | MOUSE S/F MICROSOFT 69R-00001 5000 PEROLA/NEGRO          |      57.00
     13591 | MOUSE S/F MICROSOFT 6BA-00001 3000 BLANCO                |      33.00
     13524 | MOUSE S/F MICROSOFT 6BA-00024 3000 ROJO                  |      34.00
     50840 | MOUSE S/F MICROSOFT D5D-00008 4000 BLANCO/NEGRO          |      39.00
     52740 | MOUSE S/F MICROSOFT D5D-00025/27 4000 TURQUEZA           |      39.00
     90752 | MOUSE S/F MICROSOFT GMF-00090 3500 JAMISON               |      39.00
     91537 | MOUSE S/F MICROSOFT GMF-00091 3500 MOORE                 |      34.00
     11349 | MOUSE S/F MICROSOFT ZJA-00002 ARC ROJO                   |      52.00
     11350 | MOUSE S/F MICROSOFT ZJA-00024/29 ARC AZUL                |      55.00
     63205 | MOUSE S/F MICROSOFT ZJA-00025 ARC VERDE                  |      52.00
     13260 | MOUSE S/F MICROSOFT ZJA-00046 ARC BLANCO                 |      55.00
      9990 | MOUSE S/F MTEK B107 NEGRO                                |      20.00
      9992 | MOUSE S/F MTEK B108 NEGRO/GRAFITE                        |      10.00
      9991 | MOUSE S/F MTEK B108 NEGRO/PLATA                          |      10.00
     31356 | MOUSE S/F MTEK B313 NEGRO                                |      16.00
     90212 | MOUSE S/F MTEK L212 BLUETOOTH 5B NEGRO                   |      16.50
     44674 | MOUSE S/F NPARTS NV-288 NEGRO                            |      42.00
      6209 | MOUSE S/F OMEGA OPTICAL 2.4GHZ                           |      11.00
     33113 | MOUSE S/F PIXXO MA-C133+G5 NEGRO                         |      13.50
     17471 | MOUSE S/F SATEL. A-17G NEGRO                             |      14.00
     24417 | MOUSE S/F SATEL. A-17G ROSADO/NEGRO                      |      12.00
      9666 | MOUSE S/F SATEL. A-26P NEGRO                             |      10.50
     45335 | MOUSE S/F SATEL. A-35 -G NEGRO                           |      11.00
     24441 | MOUSE S/F SATEL. A-41 -G NEGRO                           |      11.00
     90961 | MOUSE S/F TARGUS 2.4G AMB09US BLUETOOTH                  |      26.00
     24125 | MOUSE S/F TARGUS 2.4G AMW50US WIRELESS                   |      20.00
     51253 | MOUSE S/F TARGUS 2.4G AMW51US WIRELESS                   |      25.00
     14508 | MOUSE S/F TARGUS AMB04US BLUETOOTH                       |      24.50
      8365 | MOUSE U+P CREATIVE OPT. 5000 OMC92S                      |      11.00
     10089 | MOUSE U+P LG XM-110 MINI NEGRO                           |       8.00
     80120 | MOUSE U+P LG XM-120 MINI NEGRO/ROJO                      |       9.00
      1352 | MOUSE U+P LOG.931352 MX-518                              |      50.00
     10113 | MOUSE U+P MICROSOFT B75-00113 INTELLIMOUSE EX3.0         |      43.00
     81590 | MOUSE U+P MICROSOFT D1T-00002 3000 PLATA                 |      27.00
     71165 | MOUSE U+P MICROSOFT D1T-00011 3000 AZUL                  |      30.00
      8914 | MOUSE U+P SATEL. A-13 MINI AZUL/PLATA                    |       6.50
      2608 | MOUSE U+P SATEL. A-13 MINI NEGRO                         |       6.50
      8915 | MOUSE U+P SATEL. A-13 MINI ROJO/PLATA                    |       6.50
      8479 | MOUSE U+P SATEL. A-13R MINI PRATA OP                     |       8.00
      9304 | MOUSE U+P SATEL. A-21 NEGRO                              |       7.50
     28843 | MOUSE U+P SATEL. A-22 NEGRO                              |       6.50
     12922 | MOUSE U+P SATEL. A-22 PLATA                              |       7.00
     44797 | MOUSE U+P SATEL. A-22 ROSADO                             |       6.50
      9542 | MOUSE U+P SATEL. A-23 NEGRO                              |       8.00
      9546 | MOUSE U+P SATEL. A-23 PLATA                              |       7.50
      5670 | MOUSE U+P SATEL. A-9 MINI NEGRO                          |       7.00
      4271 | MOUSE U+P SATEL. A-9S MINI PLATA                         |       7.00
     22468 | MOUSE USB AERONAVE FF-22 AMARILLO (G)                    |       9.00
     55005 | MOUSE USB BAK BK-MX500 NEGRO FIO RETRATIL                |       6.00
     80099 | MOUSE USB BAK BK-MX800 NEGRO TOUCH SCROLL                |       4.50
     43533 | MOUSE USB CANYON CNR-MSO01P NEGRO/ROSADO                 |      13.00
     32074 | MOUSE USB CANYON CNR-MSOPT7 NEGRO/NARANJA                |      14.00
     81233 | MOUSE USB CANYON CNR-MSOPT7A NEGRO                       |      13.00
     79616 | MOUSE USB DR.HANK MG-616 NEGRO                           |      12.50
     68108 | MOUSE USB DR.HANK MO-108R-PX1B MINI NEGRO                |       6.00
     68008 | MOUSE USB DR.HANK MO-108R-PX1D MINI AZUL                 |       6.00
     12883 | MOUSE USB DR.HANK MO-128D AZUL                           |       6.00
     33128 | MOUSE USB DR.HANK MO-128E ROJO                           |       6.00
     51287 | MOUSE USB DR.HANK MO-128F BLANCO                         |       6.00
     75428 | MOUSE USB DR.HANK MO-128P ROSADO                         |       6.00
     33084 | MOUSE USB DR.HANK MO-330B NEGRO                          |       5.00
     12529 | MOUSE USB DR.HANK MO-529B-UPX1 NEGRO/PLATA               |       8.00
     23319 | MOUSE USB DR.HANK MO-C23B-U80P NEGRO                     |       6.00
      3406 | MOUSE USB DR.HANK MS-N53U P1KX NEGRO/BLA                 |       8.00
      3496 | MOUSE USB DR.HANK MS-N53U S1KK/P1KK BLANCO               |       5.50
     30619 | MOUSE USB GIGA-X MINI AMARILLO URSINHO                   |       9.00
     60307 | MOUSE USB GIGA-X MINI AZUL (G)                           |       7.00
     60305 | MOUSE USB GIGA-X MINI ROJO (G)                           |       6.50
     75234 | MOUSE USB GIGA-X MINI ROSA HELLO KITTY (E)               |       8.00
     66311 | MOUSE USB GIGA-X MINI WK030 AZUL/NEGRO (G)               |       6.50
     25067 | MOUSE USB KLIPX KMB-250C BLUPOINT GRIS                   |      15.00
     34419 | MOUSE USB KLIPX KMB-340B BLUPOINT NEGRO                  |      17.00
     10565 | MOUSE USB KLIPX KMO-105 SLIM NEGRO/GRIS                  |      10.00
     33131 | MOUSE USB LG GM-300 EXTER2 NEGRO LASER                   |      17.50
     38547 | MOUSE USB LG XM-1300 NEGRO OPTICO                        |       5.50
     99250 | MOUSE USB LG XM-250 3D NEGRO                             |       6.00
     47900 | MOUSE USB LG XM-900 TOUCH SCROLL BLANCO/GRIS             |      19.00
     18319 | MOUSE USB LOG.910-001831 M125 AZUL/PLATA                 |      20.00
     48843 | MOUSE USB MERKURY MINI MB-MOEB BLACO LISTA NEGRA         |      12.00
     87448 | MOUSE USB MERKURY MINI MB-MOLC BLACO FLORAL              |      13.00
     84557 | MOUSE USB MERKURY MINI MB-MOSG BOLAS COLORIDAS           |      12.00
     84270 | MOUSE USB MERKURY MINI MB-MOSP ESTAMP.FLORES             |      12.00
     40645 | MOUSE USB MICROSOFT 4FD-00006 4500 GRIS                  |      31.00
     41345 | MOUSE USB MICROSOFT 4FD-00013 4500 ROJO                  |      29.00
     40014 | MOUSE USB MICROSOFT 4FD-00014 4500 LASER ROSADO          |      26.00
     25001 | MOUSE USB MICROSOFT B2J-00001 3000 GRIS                  |      30.00
      9988 | MOUSE USB MTEK B130 NEGRO/PLATA OPT.                     |       6.00
      9989 | MOUSE USB MTEK B130 PLATA/NEGRO OPT.                     |       6.00
     19797 | MOUSE USB MTEK B197B MINI NEGRO                          |       7.00
     66067 | MOUSE USB MTEK MS27U OPT. BLANCO/GRIS                    |       5.00
     26109 | MOUSE USB OMEGA M12 MINI GRIS                            |       7.50
     26116 | MOUSE USB OMEGA M12 MINI ROJO                            |       7.50
     88235 | MOUSE USB PIXXO ML-G235U 3200DPI NEGRO                   |      21.00
     13233 | MOUSE USB PIXXO MO-C133 NEGRO                            |       8.00
     23380 | MOUSE USB PIXXO MO-C233 NEGRO                            |       6.50
     21233 | MOUSE USB PIXXO MO-E033 NEGRO                            |       8.00
     13352 | MOUSE USB PIXXO MO-E133 MINI NEGRO                       |       9.00
     13513 | MOUSE USB PIXXO MO-R135 NEGRO/ROJO                       |       7.50
      9562 | MOUSE USB SATEL. A-15P MINI NEGRO 1000CPI                |       7.50
     10299 | MOUSE USB SATEL. A-15R MINI ROJO 1000CPI                 |       7.50
     71259 | MOUSE USB SATEL. A-15S MINI PLATA 1000CPI                |       7.50
     45091 | MOUSE USB SATEL. A-2  BLANCO 1000CPI                     |       7.00
     44513 | MOUSE USB SATEL. A-2  GRIS 1000CPI                       |       5.00
     45152 | MOUSE USB SATEL. A-2  NEGRO 1000CPI                      |       5.00
     27765 | MOUSE USB SATEL. A-27 NEGRO 1000CPI                      |       9.50
      2826 | MOUSE USB SATEL. A-28L LASER AZUL/NEGRO                  |      11.50
     16831 | MOUSE USB SATEL. A-31B MINI NEGRO 800CPI                 |       7.00
     17032 | MOUSE USB SATEL. A-32  NEGRO 800CPI                      |       5.00
     12433 | MOUSE USB SATEL. A-33  NEGRO 800CPI                      |       4.50
     33636 | MOUSE USB SATEL. A-36 BLANCO                             |       6.00
     47863 | MOUSE USB SATEL. A-36 NEGRO                              |       7.50
     38384 | MOUSE USB SATEL. A-38 VERDE OPT                          |       5.50
     38483 | MOUSE USB SATEL. A-38W BLANCO                            |       6.00
     88438 | MOUSE USB SATEL. A-38Y AMARILLO OPT                      |       5.00
     46258 | MOUSE USB SATEL. A-39  NEGRO 800CPI                      |       6.00
     54642 | MOUSE USB SATEL. A-42 EGG-SHAPED MINI NEGRO              |       8.00
     59294 | MOUSE USB SATEL. A-46 NEGRO/NARANJA 800CPI               |       7.00
     94810 | MOUSE USB SATEL. A-46 NEGRO/PLATA 800CPI                 |       7.00
     94802 | MOUSE USB SATEL. A-46 NEGRO/VERDE 800CPI                 |       7.00
     12649 | MOUSE USB SATEL. A-F4 CAR AMARILLO                       |       9.00
     13854 | MOUSE USB SATEL. A-F4 CAR AZUL                           |       8.50
     16181 | MOUSE USB SATEL. A-F4 CAR NEGRO                          |       9.00
      4585 | MOUSE USB SATEL. MINI A-11 AZUL                          |       9.00
      7661 | MOUSE USB SATEL. MINI A-11 NEGRO                         |       9.00
      6921 | MOUSE USB SATEL. MINI A-11 PLATA                         |       9.00
     24639 | MOUSE USB TARGUS AMU75US MINI NEGRO                      |      12.50
     76013 | MOUSE USB TARGUS AMU76US CORD-STORING NEGRO              |      13.00
     63620 | MOUSE USB TARGUS PAUM01U MINI GRIS                       |      14.00
     21540 | MP10 BAK MP1540TD 4B/2CH/TV/2C NEGRO/TOUCH               |      53.00
     81718 | MP10 EXACTUS EXN8i MINI 4B/2CH/TV/2C BLANCO              |      67.00
     25542 | MP10 MOX MO-334 4B/2CH/TV/2C FLIP AZUL                   |      67.00
     90334 | MP10 MOX MO-334 4B/2CH/TV/2C FLIP NEGRO                  |      67.00
     33422 | MP10 MOX MO-334 4B/2CH/TV/2C FLIP ROJO                   |      67.00
     33418 | MP10 MOX MO-334 4B/2CH/TV/2C FLIP ROSADO                 |      74.00
     17338 | MP10 MOX MO-338 4B/2CH/TV/2C FLIP NEGRO                  |      59.00
     73380 | MP10 MOX MO-338 4B/2CH/TV/2C FLIP ROJO                   |      59.00
     33819 | MP10 MOX MO-338 4B/2CH/TV/2C FLIP ROSADO                 |      59.00
     56346 | MP10 MOX MO-346 4B/3CH/TV/2C RET. PLATA                  |      56.00
     34626 | MP10 MOX MO-346 4B/3CH/TV/2C RET. ROJO/NEGRO             |      56.00
     34653 | MP10 MOX MO-346 4B/3CH/TV/2C RET. ROSADO                 |      56.00
     63542 | MP10 MOX MO-349 4B/2CH/FM/1C FLIP AZUL                   |      44.00
     63789 | MP10 MOX MO-349 4B/2CH/FM/1C FLIP DORADO                 |      44.00
     63349 | MP10 MOX MO-349 4B/2CH/FM/1C FLIP LILA                   |      44.00
     73495 | MP10 MOX MO-349 4B/2CH/FM/1C FLIP NEGRO                  |      49.00
     34957 | MP10 MOX MO-349 4B/2CH/FM/1C FLIP ROJO                   |      46.00
     63345 | MP10 MOX MO-349 4B/2CH/FM/1C FLIP VERDE                  |      44.00
     24686 | MP10 MOX MO-627 4B/2CH/TV/1C AZUL                        |      53.00
     25971 | MP10 MOX MO-627 4B/2CH/TV/1C BLANCO                      |      53.00
     59745 | MP10 MOX MO-627 4B/2CH/TV/1C NEGRO                       |      53.00
     58461 | MP10 MOX MO-627 4B/2CH/TV/1C ROJO                        |      53.00
     25496 | MP10 MOX MO-627 4B/2CH/TV/1C ROSADO                      |      53.00
     89651 | MP10 QUANTA F2 4B/2CH/TV/2C  RET. NARANJA                |      50.00
     51518 | MP10 QUANTA F2 4B/2CH/TV/2C  RET. NEGRO                  |      50.00
     25427 | MP10 QUANTA F2 4B/2CH/TV/2C  RET. PLATA                  |      50.00
     51889 | MP10 QUANTA F2 4B/2CH/TV/2C  RET. ROJO                   |      50.00
     57896 | MP10 QUANTA F2 4B/2CH/TV/2C  RET. ROSADO                 |      50.00
     42381 | MP10 QUANTA H1 4B/2CH/TV/2C B.BERRY DORADO               |      36.00
     63725 | MP10 QUANTA H7 4B/2CH/TV/1C B.BERRY AMARILLO             |      36.00
     37527 | MP10 QUANTA H7 4B/2CH/TV/1C B.BERRY AZUL                 |      36.00
     45736 | MP10 QUANTA H8 4B/2CH/TV/1C B.BERRY CAFE                 |      36.00
     59673 | MP10 QUANTA H8 4B/2CH/TV/1C B.BERRY LILA                 |      36.00
     55798 | MP10 QUANTA H8 4B/2CH/TV/1C B.BERRY NEGRO                |      36.00
     47536 | MP10 QUANTA H8 4B/2CH/TV/1C B.BERRY ROJO                 |      36.00
     72162 | MP10 X-TECH XT-B06 4B/3CH/TV/2C B.BERRY AZUL             |      55.00
     10876 | MP10 X-TECH XT-B06 4B/3CH/TV/2C B.BERRY BLANCO           |      55.00
     31125 | MP10 X-TECH XT-B06 4B/3CH/TV/2C B.BERRY NEGRO            |      55.00
     67752 | MP10 X-TECH XT-B06 4B/3CH/TV/2C B.BERRY ROJO             |      55.00
     63353 | MP10 X-TECH XT-G6 4B/2CH/TV/2C NEGRO                     |      55.00
     10972 | MP10 X-TECH XT-H109 4B/2CH/TV/2C NEGRO/TOUCH             |      49.00
     10916 | MP10 X-TECH XT-H109 4B/2CH/TV/2C ROJO/TOUCH              |      54.00
     15810 | MP10 X-TECH XT-S856 4B/2CH/TV/2C B.BERRY BLANCO          |      62.00
     23475 | MP10 X-TECH XT-S856 4B/2CH/TV/2C B.BERRY ROJO            |      62.00
     34682 | MP12 BLU DISCO2GO II 4B/2CH/TV/1C B.BERRY ROJO           |      53.00
     73770 | MP12 BLU DISCO2GO II 4B/2CH/TV/1C B.BERRY VERDE          |      53.00
     56590 | MP12 BLU TATTOO 4B/2CH/TV/1C B.BERRY AMARILLO            |      51.00
     35565 | MP12 BLU TATTOO 4B/2CH/TV/1C B.BERRY BLANCO              |      51.00
     65903 | MP12 BLU TATTOO 4B/2CH/TV/1C B.BERRY LILA                |      51.00
     42136 | MP12 BLU TATTOO 4B/2CH/TV/1C B.BERRY NEGRO               |      51.00
     37401 | MP12 BLU TATTOO 4B/2CH/TV/1C B.BERRY VERDE               |      51.00
     12162 | MP12 ECOPOWER EP-X1 4B/2CH/TV/2C B.BERRY BLANCO(G)       |      62.00
     12418 | MP12 ECOPOWER EP-X1 4B/2CH/TV/2C B.BERRY ROJO (G)        |      62.00
     94222 | MP12 K9 4B/2CH/TV/2C ROJO (B)                            |      57.00
     43521 | MP12 QUANTA 900 (E81) 4B/2CH/TV/C NEGRO                  |      71.00
     44570 | MP12 QUANTA 900 (E81) 4B/2CH/TV/C ROJO                   |      73.00
     58921 | MP12 QUANTA H6 4B/2CH/TV/1C FLIP AZUL                    |      54.00
     58551 | MP12 QUANTA H6 4B/2CH/TV/1C FLIP BLANCO                  |      54.00
     62143 | MP12 QUANTA H6 4B/2CH/TV/1C FLIP ROJO                    |      54.00
     68199 | MP12 QUANTA H6 4B/2CH/TV/1C FLIP ROSADO                  |      54.00
     39731 | MP13 BAK MP1397 4B/2CH/TV/2C WIFI RET. BLANCO            |      97.00
     20316 | MP13 BAK MP1397 4B/2CH/TV/2C WIFI RET. ROJO              |      97.00
     35576 | MP13 QUANTA F1 FERRARI 4B/2CH/TV/1C FLIP AMARILLO        |      61.00
     33654 | MP13 QUANTA F1 FERRARI 4B/2CH/TV/1C FLIP BLANCO          |      61.00
     35811 | MP13 QUANTA F1 FERRARI 4B/2CH/TV/1C FLIP GRIS            |      61.00
     18754 | MP13 QUANTA F1 FERRARI 4B/2CH/TV/1C FLIP ROJO            |      61.00
     14954 | MP14 BAK MP14TD 4B/2CH/TV/1C B.BERRY NEGRO               |      63.00
     64314 | MP14 BAK MP14TD 4B/2CH/TV/1C B.BERRY ROJO                |      62.00
     12900 | MP15 9000C MTK-6235 4B/2C/TV/2C B.BERRY WIFI BLA(B       |      90.00
     16235 | MP15 9000C MTK-6235 4B/2C/TV/2C B.BERRY WIFI NEG(B       |      94.00
     35665 | MP15 9000C MTK-6235 4B/2C/TV/2C B.BERRY WIFI ROJ(B       |      94.00
     29977 | MP15 9700 MINI 4B/2CH/TV/2C B.BERRY ROJO (B)             |      41.00
     20551 | MP15 BAK MP1520WF 4B/2CH/TV/2C B.BERRY WIFI BLAN         |      59.00
     15255 | MP15 BAK MP1525WF 4B/2CH/TV/1C B.BERRY WIFI ROJO         |      59.00
     72421 | MP15 ECOPOWER EP-72 4B/2C/TV/2C B.BERRY BLANCO (G)       |      78.00
     22564 | MP15 MOX MO-6115 4B/2CH/TV/2C/WIFI BLANCO B.BERRY        |      54.00
     63142 | MP15 MOX MO-6115 4B/2CH/TV/2C/WIFI NEGRO B.BERRY         |      54.00
     25483 | MP15 MOX MO-6115 4B/2CH/TV/2C/WIFI ROJO B.BERRY          |      54.00
     65159 | MP15 MOX MO-6515 4B/4CH/TV/2C/WIFI BLANCO B.BERRY        |      70.00
     86515 | MP15 MOX MO-6515 4B/4CH/TV/2C/WIFI NEGRO B.BERRY         |      70.00
     65154 | MP15 MOX MO-6515 4B/4CH/TV/2C/WIFI ROJO B.BERRY          |      70.00
     95698 | MP15 MOX MO-9815 4B/3CH/TV/2C RET. BRANCO                |      60.00
     98154 | MP15 MOX MO-9815 4B/3CH/TV/2C RET. NEGRO                 |      60.00
     98543 | MP15 MOX MO-9815 4B/3CH/TV/2C RET. ROJO                  |      60.00
     97563 | MP15 MOX MO-9815 4B/3CH/TV/2C RET. ROSADO                |      60.00
     40216 | MP15 MOX MO-W359 4B/2CH/TV/2C B.BERRY BLANCO             |      64.00
     35965 | MP15 MOX MO-W359 4B/2CH/TV/2C B.BERRY NEGRO              |      64.00
     56868 | MP15 MOX MO-W359 4B/2CH/TV/2C B.BERRY ROJO               |      64.00
     65425 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI AZUL           |      48.00
     65702 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI BLANCO         |      48.00
     65521 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI LILA           |      48.00
     65156 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI NEGRO          |      50.00
     65902 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI ROJO           |      48.00
     65810 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI ROSADO         |      48.00
     65006 | MP15 QUANTA  X7 4B/2CH/TV/1C B.BERRY WIFI VERDE          |      48.00
     66591 | MP15 QUANTA T1 4B/4CH/TV/2C B.BERRY WIFI AZUL            |      47.00
     56844 | MP15 QUANTA T1 4B/4CH/TV/2C B.BERRY WIFI ROJO            |      47.00
     81579 | MP15 QUANTA T5 4B/3CH/TV/2C B.BERRY BLANCO               |      39.00
     73311 | MP15 QUANTA T5 4B/3CH/TV/2C B.BERRY ROJO                 |      39.00
     44517 | MP15 QUANTA X1 4B/2CH/TV/2C WIFI B.BERRY AZUL            |      51.00
     66425 | MP15 QUANTA X1 4B/2CH/TV/2C WIFI B.BERRY NARANJA         |      51.00
     99871 | MP15 QUANTA X1 4B/2CH/TV/2C WIFI B.BERRY PLATA           |      51.00
     96634 | MP15 QUANTA X1 4B/2CH/TV/2C WIFI B.BERRY ROJO            |      51.00
     45824 | MP15 QUANTA X11 4B/2CH/TV/2C NARANJA WIFI RET.           |     108.00
     12658 | MP15 QUANTA X12 4B/2CH/TV/1C AZUL WIFI RET.              |      73.00
     12515 | MP15 QUANTA X12 4B/2CH/TV/1C MARRON WIFI RET.            |      73.00
     12157 | MP15 QUANTA X12 4B/2CH/TV/1C NARANJA WIFI RET.           |      73.00
     12663 | MP15 QUANTA X12 4B/2CH/TV/1C ROJO WIFI RET.              |      73.00
     54669 | MP15 QUANTA X12 4B/2CH/TV/1C WIFI RET. PINK              |      73.00
     85723 | MP15 QUANTA X12 4B/2CH/TV/1C WIFI RET. ROSADO            |      73.00
     99632 | MP15 QUANTA X12 4B/2CH/TV/1C WIFI RET. VERDE             |      73.00
     13859 | MP15 QUANTA X13 4B/2CH/TV/2C WIFI TOUCH MARRON           |      80.00
     99658 | MP15 QUANTA X15 4B/2CH/TV/2C WIFI RET. AZUL              |      76.00
     15475 | MP15 QUANTA X15 4B/2CH/TV/2C WIFI RET. NEGRO             |      76.00
     44536 | MP15 QUANTA X15 4B/2CH/TV/2C WIFI RET. ROJO              |      76.00
     44519 | MP15 QUANTA X2 4B/2CH/TV/2C WIFI NEGRO/TOUCH             |      67.00
     48973 | MP15 QUANTA X3 4B/3CH/TV/2C B.BERRY AZUL WIFI            |      46.00
     15998 | MP15 QUANTA X3 4B/3CH/TV/2C B.BERRY PLATA WIFI           |      46.00
     15469 | MP15 QUANTA X3 4B/3CH/TV/2C B.BERRY ROJO WIFI            |      46.00
     80960 | MP15 QUANTA X8 4B/2CH/TV/2C WIFI RET/ B.BERR BLANC       |      82.00
     80001 | MP15 QUANTA X8 4B/2CH/TV/2C WIFI RET/B.BERRY NEGRO       |      80.00
     78268 | MP15 QUANTA X8 4B/2CH/TV/2C WIFI RET/B.BERRY ROJO        |      84.00
     32609 | MP15 X-TECH XT-S858 4B/2CH/TV/2C B.BERRY WIFI BLAN       |      74.00
     32971 | MP15 X-TECH XT-S858 4B/2CH/TV/2C B.BERRY WIFI NEG        |      74.00
     35008 | MP15 X-TECH XT-S858 4B/2CH/TV/2C B.BERRY WIFI ROJO       |      74.00
     90097 | MP15 Y900 4B/2CH/TV/2C RET. NARANJA (B)                  |      67.00
     41146 | MP16 KAIOMY AEGIS 1146B 4B/2CH/2G/2C/WIFI NEGRO          |      75.00
     14078 | MP16 KAIOMY AEGIS 1146R 4B/2CH/TV/2/2C WIFI ROJO         |      75.00
     15476 | MP16 KAIOMY AEGIS 1146W 4B/2CH/TV/2/2C/WIFI BLANC        |      75.00
     16185 | MP16 MIDI MD-MP16 4B/2CH/TV/2C BLANCO                    |      49.00
     16020 | MP16 MIDI MD-MP16 4B/2CH/TV/2C RET. ROJO                 |      49.00
     16719 | MP16 MIDI MD-MP16 4B/2CH/TV/2C RET. VERDE/AMARILLO       |      49.00
     53321 | MP17 QUANTA A5 4B/3CH/1C AMARILLO                        |      38.00
     53658 | MP17 QUANTA A5 4B/3CH/FM/1C CAFE                         |      38.00
     53990 | MP17 QUANTA A5 4B/3CH/FM/1C NARANJA                      |      38.00
     53250 | MP17 QUANTA A5 4B/3CH/FM/1C NEGRO                        |      38.00
     53770 | MP17 QUANTA A5 4B/3CH/FM/1C ROJO                         |      38.00
     35727 | MP18 QUANTA E1 4B/3CH/TV/2C NEGRO                        |      75.00
     42762 | MP18 QUANTA E1 4B/3CH/TV/2C ROJO                         |      75.00
     21429 | MP18 QUANTA E1 4B/3CH/TV/2C VERDE                        |      75.00
     20027 | MP18 QUANTA T6 4B/3CH/TV/2C B.BERRY BLANCO               |      39.00
     82818 | MP20 ECOPOWER EP-828 4B/2CH/TV/2C WIFI FLIP ROJO(G       |      88.00
     82813 | MP20 ECOPOWER EP-828 4B/2CH/TV/2C/WIFI FLIP MARR(G       |      88.00
     74520 | MP20 QUANTA  X5 4B/3CH/TV/2C B.BERRY WIFI AZUL           |      52.00
     73528 | MP20 QUANTA  X5 4B/3CH/TV/2C B.BERRY WIFI ROJO           |      52.00
     89217 | MP20 QUANTA K1 4B/4CH/TV/2C B.BERRY BLANCO               |      42.00
     23467 | MP20 QUANTA K1 4B/4CH/TV/2C B.BERRY ROJO                 |      42.00
     59556 | MP20 QUANTA K2 4B/4CH/TV/2C/WIFI B.BERRY AZUL            |      52.00
